Recency,Frequency,MonetaryValue,Length
18,1,1265000,1874
53,1,1265000,1908
19,1,4550000,1874
27,1,10230000,1882
18,1,4680000,1873
41,1,24255000,1896
52,2,2860000,1911
64,1,600000,1919
33,1,4680000,1888
21,1,1215500,1877
63,1,935000,1918
83,1,990000,1938
76,1,1045000,1931
40,1,4225000,1895
22,1,10560000,1877
23,1,1221000,1878
20,1,11055000,1875
21,7,80579400,1920
85,2,714000,1940
67,1,2288000,1922
16,1,1595000,1871
24,1,4277000,1879
47,1,12210000,1902
23,1,11099000,1878
19,1,11605000,1874
30,1,11099000,1885
19,1,4030000,1874
80,1,770000,1936
71,1,865150,1926
55,2,769500,1911
27,1,2560000,1882
23,1,1265000,1879
18,1,6240000,1873
85,1,16335000,1941
30,1,4030000,1885
1,1,32800000,1856
74,2,968000,1929
39,1,10879000,1894
60,1,1440000,1915
15,1,1100000,1871
20,1,4290000,1875
88,2,1232000,1943
66,1,943800,1921
18,1,6120000,1873
39,1,11099000,1894
23,1,6120000,1878
2,3,3685000,1860
22,1,1210000,1878
18,1,4030000,1873
2,3,50985000,1941
59,2,3056900,1920
40,1,11099000,1895
31,1,10560000,1886
49,1,1034000,1905
66,1,2255000,1921
24,2,22990000,1902
18,1,6120000,1873
10,11,10294200,1913
23,1,2560000,1878
23,1,6120000,1878
27,1,10285000,1882
18,1,10560000,1873
20,1,10560000,1875
29,1,11110000,1884
26,2,1480500,1937
89,1,1232000,1944
41,2,1760000,1914
31,1,11000000,1886
19,1,11099000,1874
51,1,936000,1907
88,1,738000,1943
39,1,11000000,1894
36,1,10835000,1891
25,1,11000000,1880
20,1,11000000,1875
67,1,935000,1922
35,1,1815000,1890
69,3,1038620,1924
46,1,6108000,1901
32,1,4810000,1887
18,1,6840000,1873
45,2,10780000,1900
20,1,6120000,1875
23,1,5200000,1878
18,1,4355000,1873
18,1,3640000,1873
27,2,10175000,1882
82,1,11110000,1937
25,1,720000,1881
31,1,10780000,1886
18,1,11099000,1873
23,1,11099000,1878
22,1,1210000,1878
25,1,10175000,1880
37,1,13695000,1892
8,2,6705000,1883
25,1,6000000,1880
18,1,5520000,1873
79,1,715000,1934
76,16,12405547,1933
38,1,6108000,1893
29,1,2560000,1884
29,1,11440000,1884
20,1,4680000,1875
36,1,2255000,1891
51,4,2365000,1906
27,1,2720000,1882
15,4,4950000,1926
18,1,11099000,1873
26,1,6480000,1881
26,1,2560000,1881
30,1,572000,1885
82,1,600000,1937
22,1,11770000,1877
26,1,10010000,1881
81,1,727100,1936
29,1,10538000,1884
46,1,10010000,1901
49,1,6120000,1905
22,1,6120000,1877
18,1,11605000,1873
25,1,732000,1881
16,4,3648000,1908
80,1,744000,1935
9,1,432000,1864
48,2,10670000,1903
31,1,6240000,1886
68,1,715000,1923
63,1,770000,1919
27,1,1232000,1883
38,1,5868000,1893
19,1,3640000,1874
24,1,11000000,1879
15,2,2385900,1872
20,1,6060000,1875
24,2,10747000,1879
81,1,1617000,1936
77,2,1988900,1937
18,1,11099000,1873
7,1,1320000,1863
84,1,440000,1939
18,1,10560000,1873
23,1,10010000,1878
1,7,7496500,1933
36,1,4225000,1891
19,1,10395000,1874
70,1,2178000,1925
19,1,6120000,1874
88,1,1232000,1944
17,4,2414000,1908
52,1,1199000,1907
59,2,1378000,1916
29,1,10780000,1884
39,1,11605000,1894
27,1,1320000,1882
45,2,1116000,1903
67,1,990000,1922
22,1,1232000,1878
62,1,1210000,1917
25,2,1257500,1899
45,2,1319800,1935
75,2,867900,1930
69,1,1980000,1924
22,2,22990000,1903
79,1,739200,1934
30,1,3225000,1885
18,1,10560000,1873
83,1,990000,1938
17,2,1116000,1900
83,1,1056000,1938
18,1,4680000,1873
76,1,715000,1932
58,3,1540000,1913
24,2,22939400,1903
22,1,1221000,1878
43,1,6120000,1898
63,5,2748000,1937
2,3,3518000,1876
59,3,2533300,1924
84,1,587988,1940
17,3,2406000,1900
19,1,11605000,1874
65,2,2513500,1921
33,1,990000,1888
19,1,11550000,1874
39,1,12969000,1894
25,1,2560000,1880
25,1,5880000,1880
21,2,22990000,1876
20,1,11099000,1875
48,1,4030000,1903
27,1,4030000,1882
19,1,5700000,1874
4,2,2324300,1908
25,1,1215500,1881
27,1,6240000,1882
22,1,3640000,1877
26,3,820050,1882
84,1,770000,1940
30,1,10560000,1885
62,1,1221000,1917
33,1,5520000,1888
21,2,22990000,1907
64,1,1210000,1919
59,1,708000,1914
47,1,275550,1903
27,1,1408000,1882
25,1,1320000,1880
46,1,1375000,1901
67,1,880000,1923
31,1,2560000,1886
57,1,780000,1912
67,1,1452000,1922
25,1,11605000,1881
54,2,1753500,1930
88,1,490000,1944
46,1,5520000,1901
88,1,738000,1944
76,4,4400121,1942
31,1,11605000,1886
39,1,6180000,1894
27,1,6120000,1882
23,1,10285000,1878
23,1,10582000,1878
19,1,11099000,1874
62,3,3974500,1925
25,1,11000000,1880
81,1,1012000,1936
66,1,865150,1921
23,1,10560000,1878
33,1,11000000,1888
22,1,1210000,1878
25,1,3640000,1880
36,1,10010000,1891
37,1,5520000,1892
23,1,1210000,1878
85,1,450000,1940
22,1,11055000,1877
27,1,10175000,1882
20,1,2560000,1875
71,1,456000,1926
73,1,880000,1928
82,1,853600,1937
19,1,10560000,1874
30,1,3000000,1885
20,1,3640000,1875
19,1,13805000,1874
32,1,11110000,1887
21,11,126508800,1927
20,1,5970000,1875
62,3,4338000,1928
24,1,11055000,1879
22,1,11550000,1877
39,1,2300000,1894
63,1,1100000,1918
21,1,1210000,1877
57,1,715000,1912
25,6,4044730,1913
85,1,490000,1940
45,1,10835000,1900
36,1,2035000,1891
41,11,11459450,1929
25,1,11000000,1880
67,1,715000,1922
46,1,6120000,1901
75,1,935000,1930
1,4,8200600,1897
57,1,900000,1912
69,1,715000,1925
23,1,5970000,1878
30,1,3150000,1885
88,1,1309000,1944
29,1,11605000,1884
22,1,11099000,1877
76,1,1175900,1931
24,2,10505000,1879
88,1,1210000,1943
3,13,10252690,1941
41,1,4030000,1896
18,1,6120000,1873
59,1,1428900,1915
40,1,13695000,1895
25,1,1210000,1881
15,1,1088989,1870
51,1,1100000,1907
43,1,5520000,1898
11,1,1045000,1867
77,1,1017500,1932
58,1,1320000,1914
18,1,11660000,1873
27,1,1226500,1882
20,1,5948400,1875
18,1,3990000,1873
69,1,1320000,1924
86,1,1485000,1942
83,1,3641000,1938
24,2,22939400,1902
18,1,11660000,1873
15,2,1878000,1908
29,3,2682200,1901
24,1,5700000,1879
46,1,1320000,1901
30,1,2720000,1885
23,2,10230000,1878
77,1,757900,1933
86,1,715000,1941
25,1,5200000,1880
1,4,9185500,1943
55,1,613600,1910
18,1,10285000,1873
62,1,792000,1917
27,1,1232000,1882
22,1,10010000,1877
83,1,973500,1938
19,2,1639000,1875
23,1,1210000,1878
58,5,3067900,1941
27,1,92510000,1883
19,1,2033900,1874
23,1,1232000,1878
58,1,16885000,1913
70,3,4785000,1925
18,1,6720000,1873
52,2,5885000,1917
73,1,1320000,1928
51,1,936000,1907
27,1,6180000,1882
58,1,1320000,1914
19,1,10010000,1874
30,1,1210000,1885
33,1,6120000,1888
26,2,1408600,1941
33,3,2161700,1911
85,1,760760,1940
20,1,3780000,1875
59,1,1529000,1914
37,1,6120000,1892
25,1,11605000,1881
67,2,1820335,1936
20,1,11099000,1875
75,15,11550000,1931
20,1,16170000,1875
82,1,858000,1938
24,1,6720000,1879
74,21,171219000,1935
27,1,4680000,1882
4,15,10026400,1941
27,1,572000,1883
54,5,3025000,1909
22,2,11000000,1877
39,1,10010000,1894
80,1,585000,1935
10,2,1585000,1916
61,1,825000,1916
14,3,1900550,1907
55,1,495000,1911
46,1,1067000,1901
79,2,2047000,1936
19,1,4060000,1874
22,1,10560000,1877
34,1,11099000,1889
54,1,636000,1910
32,1,11000000,1887
19,1,11055000,1874
18,1,6240000,1873
48,1,592000,1903
18,1,5520000,1873
44,1,1199000,1899
55,2,1649000,1912
64,1,932250,1920
26,1,1210000,1882
26,1,6120000,1881
23,1,10285000,1878
18,1,3990000,1873
18,1,12210000,1873
80,1,20097000,1935
45,1,10010000,1900
31,1,6000000,1886
37,1,2300000,1892
78,1,869000,1934
2,2,14850000,1874
19,1,12210000,1874
32,1,10560000,1887
27,1,6480000,1882
79,1,770000,1935
22,2,1380000,1897
80,1,1210000,1935
82,2,863500,1937
22,1,11220000,1877
26,1,1210000,1881
15,1,1210000,1871
39,1,4810000,1894
24,2,22939400,1900
60,2,825000,1915
79,1,715000,1935
89,1,1210000,1944
24,1,10010000,1879
73,2,2175547,1930
61,1,480000,1917
67,1,2288000,1922
23,1,1265000,1879
80,3,684500,1935
62,3,2145000,1921
20,1,4355000,1875
39,1,10010000,1894
33,1,6000000,1888
21,1,318400,1876
25,1,11110000,1880
32,1,490000,1888
18,1,12760000,1873
60,7,7523538,1927
58,1,1320000,1914
54,2,1238250,1916
1,2,12738000,1863
66,1,504000,1921
18,1,11099000,1873
44,1,1199000,1899
73,1,6360000,1928
88,1,1232000,1943
21,1,1215500,1877
85,1,770000,1940
80,1,973500,1935
82,1,1210000,1937
7,1,1320000,1863
19,1,10560000,1874
58,1,1320000,1914
18,1,5940000,1873
60,3,2095047,1917
18,1,6120000,1873
30,1,1276000,1885
76,1,973500,1932
26,1,6072000,1881
22,1,11099000,1877
37,1,10340000,1892
18,1,10560000,1873
19,1,6720000,1874
19,1,11605000,1874
41,1,10340000,1896
25,1,4030000,1880
49,1,1034000,1905
16,1,1265000,1872
52,1,1375000,1907
23,1,5700000,1878
27,1,4030000,1882
43,1,596700,1898
29,1,6120000,1884
25,1,4680000,1880
18,1,4810000,1873
20,1,3640000,1875
29,1,572000,1885
20,1,6240000,1875
36,1,5640000,1891
22,1,4225000,1877
2,2,34650000,1927
45,1,10010000,1900
59,1,935000,1914
56,1,478800,1912
68,1,1344000,1923
22,1,3645000,1877
39,1,11000000,1894
48,1,11770000,1903
80,1,624000,1935
41,1,12969000,1896
58,1,16885000,1913
61,5,3949000,1919
20,1,13585000,1875
10,1,3640000,1865
60,1,1320000,1915
19,1,4160000,1874
57,1,759000,1912
65,1,1650000,1920
62,1,726000,1917
29,1,5640000,1884
40,1,10340000,1895
64,2,1573500,1930
20,1,11000000,1875
63,1,442000,1918
25,1,565500,1881
18,1,1265000,1874
24,1,2560000,1879
30,1,732000,1885
29,1,10010000,1884
2,1,2365000,1857
31,1,10560000,1886
27,1,11000000,1882
24,1,1210000,1879
25,1,1210000,1881
20,1,6120000,1875
22,2,22939400,1902
78,1,815485,1933
20,1,11550000,1875
79,1,1210000,1934
39,1,10835000,1894
88,1,434500,1943
20,1,3640000,1875
68,1,564000,1923
69,1,611000,1924
30,2,2200000,1936
26,1,5640000,1881
73,1,1199000,1928
62,1,945120,1917
52,4,1545500,1907
88,1,465000,1944
79,1,715000,1934
59,1,1826000,1915
43,3,2829700,1905
12,2,1246700,1898
65,1,1309000,1920
37,1,11000000,1892
20,1,2430000,1875
79,3,1056000,1935
21,11,119093200,1934
79,1,308000,1934
19,1,5200000,1874
66,1,770000,1921
20,1,6120000,1875
44,1,1199000,1899
81,1,11935000,1936
23,1,2560000,1878
68,1,757900,1923
22,2,22939400,1902
30,1,4680000,1885
20,1,11000000,1875
24,1,6120000,1879
64,1,6753000,1920
21,6,5129000,1907
18,1,10560000,1873
19,1,4875000,1874
74,2,630000,1929
25,1,11055000,1880
57,1,715000,1912
25,1,565500,1881
58,1,1320000,1914
26,1,4810000,1881
67,1,770000,1922
29,1,13200000,1884
21,6,68868800,1910
7,3,4246000,1911
30,1,3150000,1885
22,1,6120000,1877
69,1,1320000,1924
20,1,3640000,1876
32,1,11055000,1887
19,1,6240000,1874
58,1,16885000,1913
23,1,11110000,1878
62,1,1221000,1917
22,1,5520000,1877
27,1,1226500,1883
19,1,4030000,1874
46,1,10010000,1901
79,1,948000,1934
40,1,11935000,1895
32,1,11055000,1887
66,1,814000,1921
58,1,16885000,1913
20,1,11110000,1875
83,1,346080,1938
79,1,585000,1934
67,1,1100000,1923
31,1,11000000,1886
40,1,10010000,1895
26,1,2560000,1881
20,1,12210000,1875
29,1,5948400,1884
23,1,2560000,1878
19,1,10560000,1874
27,15,8631800,1941
50,2,354280000,1905
22,1,13585000,1877
35,1,1408000,1891
18,1,4060000,1873
23,1,6072000,1878
25,1,565500,1881
27,1,6240000,1882
41,1,10010000,1896
51,1,936000,1907
27,1,11033000,1882
51,5,2365000,1906
52,12,7803000,1922
29,1,11000000,1884
61,2,2002000,1917
65,1,11110000,1921
19,1,6180000,1874
84,1,898800,1939
27,3,2325500,1930
12,35,156964320,1934
56,8,6318400,1912
35,1,732000,1890
24,1,2560000,1879
33,1,10560000,1888
80,2,1668700,1939
68,2,1546600,1928
11,3,755000,1867
29,4,3445750,1933
20,1,10560000,1875
88,1,726000,1944
32,1,4030000,1887
17,1,1210000,1872
38,1,10010000,1893
19,1,12210000,1874
56,1,1436600,1911
22,1,11055000,1877
89,1,682000,1944
24,2,22990000,1902
85,2,713000,1940
18,1,4810000,1873
32,1,5520000,1887
20,1,11110000,1875
55,1,720500,1911
22,1,2560000,1877
66,1,352800,1921
24,1,11055000,1879
44,1,840000,1899
88,1,1309000,1944
38,1,10010000,1893
61,1,364000,1916
10,2,1574000,1899
90,1,1210000,1946
53,2,1648900,1938
24,1,11110000,1879
29,1,11220000,1884
24,1,11605000,1879
45,1,5628000,1900
37,2,1342000,1893
25,1,3360000,1880
26,1,2560000,1881
45,1,6108000,1900
89,1,1210000,1944
44,1,1199000,1899
31,1,2560000,1886
23,1,11220000,1878
25,1,4420000,1880
39,1,6360000,1894
40,1,6108000,1895
23,1,2560000,1878
45,1,10340000,1900
31,1,6180000,1886
36,1,11099000,1891
51,4,2730000,1907
22,2,22990000,1902
85,1,363300,1940
29,1,2560000,1884
24,9,5220000,1881
60,1,825000,1915
26,1,6000000,1881
17,3,2406000,1900
90,1,1210000,1945
40,1,4290000,1895
25,1,15785000,1880
41,1,5520000,1896
18,1,12210000,1873
41,1,24255000,1896
3,2,1507000,1909
25,1,10835000,1880
31,1,888000,1886
35,1,1408000,1890
46,1,4030000,1901
67,1,753500,1923
23,1,1221000,1878
83,1,715000,1938
63,2,1991000,1932
18,1,10615000,1873
32,1,6708000,1887
29,1,2880000,1884
3,16,13684040,1941
25,1,1232000,1880
32,1,4810000,1887
76,1,444000,1931
17,2,1116000,1900
36,1,5520000,1891
31,2,1426000,1930
21,11,125908200,1927
32,1,4030000,1887
68,1,770000,1923
23,1,11000000,1878
48,1,12210000,1903
11,11,9594000,1939
47,2,2162000,1915
36,1,10010000,1891
56,1,11440000,1911
25,1,2560000,1880
58,1,1320000,1914
69,1,1210000,1924
62,1,1776500,1918
48,1,11330000,1903
83,1,1055989,1938
79,1,935000,1934
58,1,1485000,1913
69,2,1441000,1931
40,1,11000000,1895
50,1,770000,1905
40,2,2202200,1928
23,4,3938000,1902
23,1,10175000,1878
75,1,1100000,1931
18,1,10560000,1873
59,9,4642000,1931
60,1,352800,1915
19,1,6720000,1874
60,1,68860000,1915
18,1,11099000,1873
59,1,13035000,1915
19,1,10010000,1874
4,14,10090240,1941
59,1,598000,1914
24,1,10890000,1879
7,2,2926000,1911
80,1,672100,1935
22,1,10560000,1877
80,2,858000,1935
36,1,3225000,1891
19,1,13750000,1874
25,1,1210000,1880
85,1,450000,1940
24,2,22990000,1900
27,1,1232000,1882
53,10,2239635895,1937
24,1,11605000,1879
18,1,4485000,1873
82,2,2475000,1937
31,1,5880000,1886
35,1,1232000,1891
62,1,660000,1917
24,1,1221000,1880
20,1,3150000,1875
63,1,1210000,1918
22,1,2560000,1877
80,1,7020000,1935
70,1,1223211,1926
22,1,4485000,1877
22,1,1232000,1878
58,2,2640000,1914
23,1,10230000,1878
25,2,11110000,1880
36,1,10879000,1891
39,1,1450900,1894
69,1,900000,1924
61,2,1488300,1917
43,1,596700,1898
67,1,645600,1923
13,1,1419000,1868
26,1,6000000,1881
67,3,1624600,1934
29,1,10285000,1884
31,1,11055000,1886
22,2,22939400,1903
77,2,1799000,1941
27,1,6720000,1882
46,1,1483900,1901
23,1,3000000,1878
48,2,1753000,1922
23,1,11330000,1878
26,1,11055000,1881
24,1,4485000,1879
45,1,11099000,1900
77,4,2691400,1939
12,1,685440,1867
21,1,13200000,1876
20,1,6120000,1875
15,7,5966600,1940
38,2,1444960,1900
61,1,1210000,1916
26,1,3000000,1881
38,1,6108000,1893
46,1,11099000,1901
83,1,715000,1938
27,3,2469200,1904
68,1,899360,1923
32,1,4277000,1887
24,1,6120000,1879
22,1,5760000,1877
82,1,715000,1937
39,1,11099000,1894
23,1,10230000,1878
88,1,1232000,1943
80,2,1568600,1935
62,3,1650000,1917
19,2,445600,1881
88,1,803000,1943
19,1,11110000,1874
41,1,4290000,1896
32,1,6480000,1887
26,1,11220000,1881
52,1,936000,1907
76,1,715000,1931
27,1,11550000,1882
2,1,1529000,1857
43,2,14850000,1903
22,1,11000000,1877
36,1,11099000,1891
23,1,11000000,1878
31,1,2560000,1886
31,1,6180000,1886
25,1,13805000,1880
31,2,2761000,1934
18,1,12210000,1873
76,1,783200,1932
23,1,1265000,1879
66,1,770000,1922
20,1,6240000,1875
18,1,5760000,1873
63,2,758000,1918
46,1,1485000,1902
32,1,5200000,1887
25,1,6120000,1880
30,1,11000000,1885
47,3,2255000,1903
63,1,715000,1919
1,1,1155000,1856
19,1,6120000,1874
43,1,596700,1898
33,1,11110000,1888
85,1,330000,1941
68,1,715000,1923
64,1,600000,1919
38,1,5628000,1893
45,2,1116000,1903
32,1,6708000,1887
38,1,11099000,1893
19,1,6240000,1874
24,1,2560000,1879
39,1,10615000,1894
88,1,1210000,1943
50,2,2750000,1906
20,1,1265000,1875
25,1,1221000,1881
29,1,2560000,1884
22,2,22939400,1907
37,1,10835000,1892
18,1,6120000,1873
21,1,1210000,1877
22,1,660000,1877
27,1,1320000,1882
61,3,1410000,1916
36,1,12969000,1891
71,2,1082950,1936
24,1,10538000,1879
34,1,11550000,1889
27,1,2560000,1882
27,1,13695000,1882
20,1,11099000,1875
64,1,600000,1919
24,1,4810000,1879
20,1,10780000,1875
36,4,3606900,1909
25,1,11000000,1880
18,1,275000,1873
32,1,11055000,1887
37,1,10010000,1892
20,1,10560000,1875
20,1,10450000,1875
22,1,10230000,1877
26,1,10780000,1881
61,1,715000,1917
32,1,4960000,1887
66,1,1022450,1921
23,1,4160000,1878
23,1,2880000,1878
32,1,2880000,1887
17,2,1116000,1900
27,1,4680000,1882
23,1,10780000,1878
25,1,6240000,1880
20,1,3710000,1875
42,3,2104000,1911
17,1,11935000,1873
30,1,10560000,1885
65,1,1309000,1920
19,1,11770000,1874
56,1,720500,1911
18,1,12210000,1873
67,1,1210000,1922
33,1,696000,1888
82,1,1210000,1937
20,1,11099000,1875
74,1,1483900,1929
19,1,15510000,1874
25,1,732000,1881
19,1,11605000,1874
39,1,10010000,1894
21,1,1210000,1877
24,1,1210000,1880
24,1,11000000,1879
19,1,6120000,1874
21,3,3365120,1913
12,5,5582900,1917
64,1,803000,1920
22,2,22888800,1903
22,1,3640000,1877
59,2,827200,1914
18,1,5940000,1873
21,9,103353800,1922
46,1,10879000,1901
62,1,1210000,1917
75,1,1210000,1930
45,1,5520000,1900
65,1,1309000,1920
26,1,4030000,1881
33,1,4030000,1888
39,1,5520000,1894
22,1,6120000,1877
25,1,720000,1881
49,1,6120000,1905
35,1,1320000,1890
34,3,6061000,1903
38,1,6120000,1893
32,1,4680000,1887
2,2,8645000,1877
24,1,10560000,1879
18,1,6120000,1873
39,1,4030000,1894
59,10,4710000,1923
25,1,10659000,1880
26,1,4277000,1881
85,1,715000,1940
29,1,11055000,1884
30,1,11099000,1885
23,1,11000000,1878
24,1,11605000,1879
28,1,11605000,1883
85,1,726000,1941
37,1,11000000,1892
61,1,935000,1917
63,2,841000,1919
24,1,720000,1880
32,1,6480000,1887
25,1,11055000,1880
25,1,2560000,1880
73,2,1078000,1941
19,1,3710000,1874
83,2,868989,1939
72,2,1494000,1935
24,2,22939400,1900
23,1,2560000,1878
24,1,3640000,1879
84,1,1210000,1939
80,1,990000,1936
32,1,6000000,1887
38,1,10835000,1893
32,1,15720000,1887
65,1,1309000,1920
86,1,1210000,1942
27,1,588000,1882
29,1,2560000,1884
23,1,6120000,1878
29,1,572000,1885
58,1,1320000,1914
68,12,3990000,1923
20,1,11099000,1875
79,2,1496000,1939
22,1,11099000,1877
38,1,10010000,1893
21,8,7013630,1939
24,1,6240000,1879
36,1,10010000,1891
23,1,2560000,1878
68,1,715000,1923
41,1,11220000,1896
80,1,13860000,1935
32,1,3150000,1887
32,1,5940000,1887
56,2,1409000,1923
51,1,4068000,1906
31,1,11605000,1886
12,1,1265000,1868
15,8,16548500,1940
21,11,120038705,1927
27,1,1232000,1883
33,1,6240000,1888
19,1,11099000,1874
23,1,4420000,1878
81,1,1320000,1936
22,1,10340000,1877
46,1,5640000,1901
48,1,11000000,1903
66,1,1254000,1921
20,1,6240000,1875
20,1,3640000,1875
25,1,720000,1881
26,5,3498000,1939
67,2,1296900,1926
20,1,2880000,1875
77,2,2233000,1936
31,1,10780000,1886
30,1,1276000,1885
27,1,4030000,1882
23,1,11220000,1878
59,1,1320000,1914
90,1,1210000,1945
9,1,4500000,1864
26,1,6240000,1881
79,1,715000,1934
31,1,6000000,1886
74,3,2167000,1931
45,1,4030000,1900
24,1,5640000,1879
66,1,831600,1921
24,1,10780000,1879
65,1,4485000,1921
80,1,1210000,1935
64,1,715000,1919
23,1,4030000,1878
19,1,5940000,1874
75,2,1221000,1930
56,5,3595150,1924
22,1,6120000,1877
72,1,803000,1927
19,1,6120000,1874
38,1,4030000,1893
16,2,7205000,1878
22,1,5200000,1877
18,1,11110000,1873
55,1,708000,1911
52,1,1199000,1907
41,2,14300000,1903
77,2,1870000,1941
52,2,5157900,1917
68,1,715000,1923
30,1,6480000,1885
30,1,6000000,1885
60,1,899404,1916
18,1,11770000,1873
30,1,979000,1885
25,1,6120000,1880
62,1,1210000,1917
62,1,390000,1917
18,1,6120000,1873
20,1,10230000,1875
66,1,715000,1921
10,3,1644600,1878
25,1,2560000,1880
20,1,4680000,1875
30,1,572000,1885
45,1,10010000,1900
23,1,1529000,1878
17,2,1684000,1905
17,2,1698000,1877
29,1,840000,1884
27,1,1232000,1882
18,1,6240000,1873
35,2,695500,1890
2,2,17435000,1880
18,1,10560000,1873
83,1,836000,1939
23,1,6120000,1878
32,1,10890000,1887
65,1,770000,1920
32,1,4680000,1887
25,1,2560000,1880
26,1,11220000,1881
22,1,1408000,1878
27,1,6720000,1882
85,1,21480000,1941
27,1,1375000,1882
65,1,455000,1920
51,9,3180000,1906
27,1,1215500,1882
24,1,804000,1879
88,1,510770,1943
39,1,11605000,1894
59,1,1320000,1914
80,1,990000,1935
26,1,6240000,1881
80,1,1485000,1935
70,6,4730000,1930
55,1,490000,1911
4,1,1485000,1860
81,2,570900,1936
30,1,3075000,1885
19,1,6120000,1874
45,1,10010000,1900
29,1,3000000,1884
23,1,11099000,1878
24,1,11110000,1879
75,1,973500,1930
40,1,10879000,1895
43,1,10010000,1898
62,1,1400000,1917
84,1,1210000,1939
40,1,3225000,1895
20,1,11099000,1875
81,4,1826000,1937
25,1,1221000,1881
77,1,600000,1932
23,1,11110000,1878
25,1,4095000,1880
39,1,10010000,1894
89,1,1210000,1944
26,1,6240000,1881
17,6,5389700,1920
60,1,715000,1916
12,1,7546000,1867
57,2,990000,1912
64,2,1865000,1922
32,1,6240000,1887
21,11,126343800,1922
27,1,490000,1882
22,2,1217500,1878
22,1,6120000,1877
18,1,4680000,1873
30,1,4030000,1885
67,3,2585000,1935
24,1,2560000,1879
66,1,1348050,1922
82,1,13860000,1937
29,1,2560000,1884
23,1,5948400,1878
22,2,22990000,1907
2,6,8531200,1916
27,1,2560000,1882
25,6,5225000,1891
18,1,4680000,1873
39,1,12969000,1894
71,12,4692360,1936
25,1,720000,1881
57,3,2212100,1912
24,1,11770000,1879
38,1,5520000,1893
24,1,5970000,1879
53,1,1020000,1908
1,3,2141200,1914
36,4,3514000,1932
23,1,11000000,1878
28,10,7260000,1884
18,1,6060000,1873
18,1,11110000,1873
30,1,11055000,1885
25,1,1221000,1880
27,1,2560000,1882
68,1,768900,1923
22,1,3000000,1877
69,3,3020600,1940
53,4,1119900,1931
21,6,70173400,1910
40,5,4633230,1941
8,7,14523700,1941
69,1,1210000,1924
31,1,6120000,1886
26,1,10890000,1881
25,2,10230000,1880
33,1,4680000,1888
24,1,13200000,1879
2,2,13464000,1875
21,1,1210000,1877
18,1,6120000,1873
35,3,1291000,1890
52,1,935000,1908
30,1,732000,1885
30,1,5880000,1885
19,1,10120000,1874
25,1,10175000,1880
30,1,6000000,1885
88,2,980000,1943
65,1,715000,1921
23,1,10615000,1878
26,1,5760000,1881
84,2,2358400,1939
44,1,1199000,1899
19,1,6720000,1874
35,1,840000,1890
18,1,10010000,1873
85,1,432000,1941
46,1,524400,1901
21,1,1232000,1877
19,1,1210000,1875
64,3,1419000,1919
25,1,11110000,1880
20,1,6180000,1875
30,1,4810000,1885
80,1,715000,1935
31,1,11000000,1886
27,1,10659000,1882
84,1,540000,1940
83,1,1210000,1939
81,1,1100000,1936
18,3,3262600,1938
82,1,737000,1938
62,1,2264900,1917
77,2,1600500,1932
81,1,777700,1937
69,1,1210000,1924
30,1,5880000,1885
74,1,869000,1929
48,1,10615000,1903
23,1,1221000,1878
24,1,1210000,1880
17,2,1116000,1900
89,1,1221000,1944
62,1,1045000,1918
53,1,468000,1908
21,5,5762000,1915
43,1,11099000,1898
31,1,2560000,1886
26,1,1226500,1882
30,1,5200000,1885
33,1,6240000,1888
37,1,4030000,1892
30,1,6708000,1885
64,1,552000,1920
49,1,1034000,1905
22,1,6240000,1877
25,1,4810000,1880
3,2,460350,1881
37,1,11099000,1892
19,1,11099000,1874
1,1,2385900,1857
86,1,1210000,1942
11,1,740168,1866
29,1,11605000,1884
36,1,6108000,1891
73,1,2253900,1928
29,1,13585000,1884
31,2,11110000,1886
61,3,2359050,1930
18,1,4680000,1873
37,1,10010000,1892
18,1,572000,1873
4,1,1155000,1859
23,1,10582000,1878
41,1,10010000,1896
16,12,10376800,1912
73,4,1826000,1937
76,1,1210000,1931
29,1,1760000,1885
23,1,4680000,1878
40,1,11099000,1895
24,2,22990000,1902
31,1,11440000,1886
49,1,1375000,1904
16,1,1045000,1871
38,1,4030000,1893
30,1,10780000,1885
23,1,11099000,1878
45,1,5868000,1900
18,1,6120000,1873
19,1,6120000,1874
46,1,11110000,1901
29,1,6240000,1884
23,2,11220000,1878
27,1,2035000,1882
43,3,2829700,1905
51,8,3123000,1906
27,1,6072000,1882
20,1,2720000,1875
18,1,12210000,1873
24,1,1210000,1879
24,1,11220000,1879
22,2,22990000,1907
26,2,975000,1891
19,1,10560000,1874
32,1,5460000,1887
26,1,6120000,1881
21,6,68534400,1910
56,5,2840000,1912
20,1,11440000,1875
40,1,11935000,1895
23,1,10670000,1878
18,1,12210000,1873
17,3,1714000,1903
25,1,5200000,1880
40,1,10835000,1895
2,12,16098000,1927
74,1,315000,1929
20,1,10230000,1875
27,1,1232000,1882
24,1,4030000,1879
26,1,2560000,1881
23,1,5760000,1878
33,1,12969000,1888
52,1,490000,1907
19,1,4225000,1874
31,1,11055000,1886
45,1,11935000,1901
82,2,1165000,1940
80,1,1210000,1935
33,8,8207650,1936
19,1,15510000,1874
30,1,10670000,1885
29,1,6120000,1884
58,1,16885000,1913
83,5,1042891,1938
43,1,5520000,1898
25,1,855547,1881
63,1,880000,1918
67,2,1160000,1922
33,1,53460000,1888
41,1,6360000,1896
26,1,10890000,1881
20,1,11000000,1875
69,2,1701150,1936
